out,Kingdome,Phylum,Class,Order,Family,Genus,S214,S341,S207,S201,S191,S391,S387,S404,S359,S379,S295,S380,S172,S405,S167,S206,S220,S329,S276,S56,S106,S142,S202,S150,S268,S118,S403,S284,S224,S344,S248,S294,S296,S138,S190,S137,S393,S176,S389,S236,S183,S132,S178,S152,S350,S394,S397,S384,S412,S133,S157,S149,S217,S352,S74,S186,S198,S351,S261,S290,S251,S264,S322,S286,S225,S256,S304,S269,S281,S320,S292,S266,S270,S301,S331,S316,S314,S250,S332,S310,S300,S311,S272,S321,S274,S275,S298,S262,S271,S305,S307,S257,S282,S293,S263,S277,S340,S226,S369,S127,S213,S365,S388,S355,S362,S368,S367,S339,S356,S216,S349,S383,S390,S372,S212,S253,S128,S218,S382,S252,S258,S215,S385,S366,S273,S227,S151,S158,S221,S188,S398,S173,S437,S260,S347,S283,S408,S119,S192,S180,S136,S196,S131,S148,S193,S419,S93,S439,S123,S401,S125,S88,S91,S446,S114,S107,S80,S420,S70,S402,S104,S334,S464,S433,S231,S84,S364,S57,S59,S67,S78,S415,S222,S90,S418,S116,S413,S112,S436,S378,S234,S345,S357,S319,S75,S335,S346,S68,S182,S134,S375,S343,S177,S171,S146,S338,S141,S460,S155,S400,S444,S441,S297,S205,S440,S442,S360,S392,S427,S435,S417,S278,S115,S361,S461,S85,S450,S197,S265,S82,S184,S86,S302,S58,S54,S348,S113,S77,S110,S170,S95,S328,S323,S289,S315,S317,S79,S308,S325,S111,S288,S267,S333,S463,S326,S255,S324,S72,S381,S429,S97,S230,S69,S462,S55,S431,S235,S423,S445,S336,S232,S92,S422,S73,S414,S249,S109,S299,S327,S421,S309,S66,S87,S318,S254,S313,S144,S210,S211,S164,S96,S98,S416,S129,S424,S61,S330,S409,S121,S208,S337,S166,S303,S373,S374,S410,S434,S223,S399,S122,S438,S124,S432,S396,S181,S447,S386,S228,S161,S117,S287,S363,S102,S179,S354,S204,S71,S126,S100,S76,S219,S200,S89,S376,S120,S63,S101,S103,S280,S209,S60,S229,S199,S406,S162,S154,S312,S426,S306,S187,S185,S377,S165,S237,S428,S143,S279,S370,S156,S65,S203,S425,S371,S407,S291,S168,S62,S353,S449,S159,S395,S411,S169,S53,S238,S83,S64,S94,S139,S195,S189,S175,S443,S140,S430,S285,S81,S342,S130,S174,S194,S147,S233,S259,S135,S108,S99,S163,S145,S160,S153,S448,S241,S243,S239,S245,S240,S242,S244,S246
otu1158,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Alterococcus,0,0.0001552967,0,0,1.643817602E-05,0,1.59105192398E-05,0,1.95463296879E-05,0,3.63253296524E-05,0,0,0,0,0,0.0001434446,0,0,4.84871993794E-05,0,0,0,0,0,0,1.09335024382E-05,0,0,0,1.9844813558E-05,0,0,0,0,0,0,9.18653254329E-05,0,0,0.00003018,0,0,0,0,0,0,0,4.60755177736E-05,5.68817428566E-05,0,0,0,0,0,0,0,0,0,0,0.00001451,0,0,0,6.46705037832E-05,0,0,0,0,0,0,0,0,0,1.08990637704E-05,0,0,0.0001214987,0,0,1.00672492248E-05,0,2.20128555076E-05,0,8.80731359321E-06,0,0,0,0,0,0,0,0,0,0,0,0.0002008183,0,1.18042849554E-05,0,0,0,0,0,0,0,0,6.17741536941E-05,0.000099366,0,0,0,0,0,0,1.41741435274E-05,0,0,0,1.1320669278E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05023262653E-05,0.0001806163,0,0,0,0,0,0,0,0,2.53238284564E-05,0,1.80118517985E-05,5.25661018731E-05,0,1.8148490953E-05,0,2.19891373661E-05,0,1.88022938799E-05,0,0,2.23924044964E-05,0,1.92791524885E-05,0,0,1.418218434E-05,0,0,0,3.08047747401E-05,0,4.93559054341E-05,0,2.0513662099E-05,4.03307118371E-05,0.000013545,0,4.21608859407E-05,0,0,0,0,0,0,0,0,0,2.39877182882E-05,0,0,0,0,0,0.000036998,1.42535420052E-05,3.37854958866E-05,0,0,3.83222518155E-05,0,1.06491736241E-05,0,0,0,0,1.08125641996E-05,0,3.10964612227E-05,2.29531526155E-05,0,0,0,1.48489123172E-05,1.37215620626E-05,0,1.63358653925E-05,3.20980917684E-05,1.07824849315E-05,5.93014291644E-05,2.72205133789E-05,0,0,0,0,2.70511537317E-05,0,0,0,1.93401152671E-05,5.30475836826E-05,0.000031376,4.9961280008E-05,0,2.70306798216E-05,0,0,0,0,0,0,0,0,2.74002630425E-05,0,0,0,1.4842080266E-05,0,0,0,6.16814359438E-05,9.35130029831E-06,0,0,0,0,0,2.65872593853E-05,0,1.40892696123E-05,0,0,4.00216116703E-05,2.67069050703E-05,0,1.2447409694E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87592623858E-05,0,0,0,2.41359335779E-05,2.24497126437E-05,9.69555943378E-06,0,0,2.07878598898E-05,0,0.000012802,0,0,4.4855117969E-05,0,0,0,0,0,0,6.59427616829E-05,0,4.0207470548E-05,0,0,4.72783433668E-05,0,1.44692672763E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5720057221E-05,0,1.26446228741E-05,0,0,0,0,0,2.57089235674E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.36567245712E-05,0,0,0,0,2.44415114631E-05,0,0,0,0,1.48359147825E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25235370963E-05,1.74929153693E-05,1.22824471548E-05,0,0,0,0,0,0,0,4.52806266839E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1159,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,0.001604029,0.0027509706,0.0034923909,0.0014003698,0.0026958609,0.0012772842,0.0003659419,0.0015606353,0.0018471282,0.0006616648,0.0013682541,0.0002395003,0,0.0004293783,0.0006585643,0.0009296977,0.0006694081,5.42676044109E-05,0.0009194487,0.000484872,0.0001832089,0.0018886342,0.0009287329,0.0022332602,0.000854211,0.0011375537,0.0021539,0.0045842827,1.69322203221E-05,0.0017549042,0.0039491179,0.0041076708,0.0076628352,0.0006238433,0.0014085063,9.51625693894E-05,0.0021149767,0.0002985623,0.0010718386,0.0087203059,0.0032292626,0.0063653593,0.0017301983,0.0002146729,0.0019293815,0.0030197597,0.0003208854,0.0144643621,0.0025341535,0.0024269544,3.97883261051E-05,0.00279048,0.0132301667,0.0004057344,0.0005357621,0.0023994067,0.0019076784,0.0035083852,0.0001831561,0.0004793793,0.00026118,0.0001935339,0.0001248273,0.0004740068,0.0019401151,0.0001563233,0.0011669546,0.0014523312,0.0003190382,2.66063589198E-05,0.0006464944,0.0002413989,0.0006228902,0.0050694036,0.0001089906,0.000095956,4.53562735286E-05,0.0002243054,0.0013812893,0.0035426591,0.0007852454,0.0004497414,0.0014308356,0.0001008675,0.0008455021,0.0048098638,0.0050057909,0.0001174481,0.0017346708,0.0057826736,0.0008563206,0.0003195045,0.0039030543,0.0004372179,0.0002327807,0.0050104112,0.0047945377,0.0010157137,0.0006728442,0.0006979695,0.0007452371,0.0022244753,0.0004731346,0.0014687511,0.0089971868,0.0011024096,0.0010991024,0.0015855366,0.0011327729,0.0003432887,0.0049386587,0.0004430723,0.0002949173,0.0031184558,0.0029742389,0.000297657,0.0004702522,0.0004435995,0.0016930023,0.000135848,0.0001883463,0.0016892643,0.00175257,0.0017818637,0.005381678,0.0113620993,0.0038751527,0.0008380164,0.0097820724,0.0059554738,0.0082587749,0.0020528556,0.0007420702,0.0002707374,0.004749535,0.0009872187,0.0105660514,0.0005379991,0.0010436008,0.0004227114,0.0024082142,0.0053726468,0.0031915534,0.0029791926,0.0023538055,0.0005697861,0.0003181231,0.0014409481,0.000490617,0.0017578554,0.0027404221,0.0012788011,0.0005937067,0.0002074987,0.0007144872,0.0002395366,0.0009799474,0.0006717721,0.0002846671,0.0018507986,0.0008760229,0.0016112545,0.0007091092,0.0008216043,0.0008488091,0.0010329745,0.0008625337,0.0004210305,0.0009130843,0.0001173319,0.0007795192,0.0011023728,0.0026954543,0.0002383222,0.0010399685,0.0008651987,0.0021199004,0.0011946436,0.0006358272,0.0002005565,0.0020159183,0.0076747004,0.0010307073,0.001913456,0.0011274228,0.0038541859,0.000803907,0.0008831809,0.0018684789,0.0020143421,0.0009804466,0.002209299,0.0026859469,0.0002966149,0.0016900456,0.003506486,0.0028825309,0.0012779008,0,0.0015179853,0.0001795655,8.2968862971E-05,0.0005081905,0.0017451226,0.0004819951,0.0011017513,0.0006143332,0.0012275991,0.0003820683,0.0009057837,0.001097725,0.0016445976,0.0008167933,0.0015086103,0.0008518163,0.0006819664,0.0007485641,0.0018751875,0.0001111904,0.0002521803,0.0060721695,0.0010279438,0.0011956909,0.0005125997,0.004019013,0.0051251305,0.0011935706,0.0004549519,0.0009492643,0.0001766628,0.0016488715,0.0016823409,0.0016673161,0.0070566405,0.0014813096,0.0017403547,0.0005101489,0.003624156,0.0016266008,0.0009316089,0.0003788439,0.0025620223,0.0042518011,0.0010537877,0.0001357405,0.0002646465,0.0001636891,0.0006784958,0.0001215669,0.0022323505,0.0007984032,9.18611060077E-05,0.0007085917,0.000610918,0.0005583324,0.0001235319,0.0003240532,0.0015832941,6.36118826997E-05,0.0028615452,0.0003605432,0.0006636516,0.000821529,0.0003376325,0.0009180661,0.0021389788,0.0007673545,0.0013983744,0.0001564418,0.0006797853,0.0006742199,0.002010582,0.000347853,0.0002007179,0.0002554165,0.0001022194,0.0021385559,0.0033131872,0.003349352,0.0001898975,0.0027032246,0.0005836925,0.0006399069,0,6.62877218567E-05,0.0016214531,0.0018504774,0.0036485604,0.0017925354,0.0060677795,0.0021081905,0.0007571065,0.0052481515,0.0003372882,0.0002464167,0.0017655235,0.0020811444,0.0003516947,0.0026194908,0.0006433195,0.0007064094,0.0029488037,0.0014656286,0.0006737334,0.0042394953,0,0.0043937122,0.000962433,9.79144227945E-05,0.0005197955,0.0061369596,0.0034717772,4.67311556615E-05,0.0015293118,0.0021469466,0.000268342,0.001549862,0.0008097937,0.0006333544,0.0005187619,0.0034596916,0.000872479,0.0002068015,0.0003265555,0.0009478327,7.86689218424E-05,0.0003024742,0.0001799625,0.0055735758,0.0030409872,0.0009620395,0.0001896315,0.0030866224,0.0075152175,0.0002727149,0,0.0042944042,0.0001637124,0.0004894346,0.0029104107,0.0017753742,0.001002769,0.0001490017,0.0008046838,0.0003244356,0.0042283815,0.0002625551,0.0002285739,0,0.0003211087,0.0015874429,1.60547144669E-05,0.0016115719,0.0002175157,0.0069347688,0.0003274701,8.07297973682E-05,0.0020944801,0.0001032814,0.0003435983,0.0019368036,0.0001409278,0,0,0,0.0006714789,0.0006977536,0.0004279472,0.0025014869,0.0033408256,0.0013329477,0.000712206,0.0003601407,0.0004489469,6.93962526024E-05,0.0011366169,0.0007343124,0.0002943241,0.0013411142,0.0019902414,0.0016589729,0.0010698488,0.0053769046,0.00009687,0.0023952637,6.45508337816E-05,0.0003942959,0.0002453042,0.0003280897,0.000148445,0.00011121,0,0,0,0,0,1.26407867626E-05,4.02544078577E-05,0,0
otu1160,Bacteria,Verrucomicrobia,Opitutae,Other,Other,Other,0,2.21852468109E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.705862774E-05,1.15188794434E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001255115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17622150603E-05,0,0,0,0,0,0,0,6.49274760093E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1161,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,0,0,0,0,0,0,0,0,9.77316484397E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2190067533E-05,0,0.0003962247,0,0,0,0,0,0,0,0,0.004783415,0,0,0,0,0.0037015809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22886354699E-05,0,0,0,0,2.51022918392E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003135015,0.0003168568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80616262688E-05,0,0,0,0,0,0,0,0,0,1.98826921165E-05,0,0,0,0,0,4.39782747323E-05,0,0,0,0,0,0,0,0,1.73253174864E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48244781784E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02452294211E-06,0,0,0,0,0,0.000021015,0,0,0,0.000020504,0,1.93401152671E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45456661188E-05,0,0,0,0,0,2.00108058352E-05,1.33534525352E-05,0,0,0,0,1.82818698697E-05,2.74055194716E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000014587,0,0,0,0,0,2.97658912652E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000029509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1162,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07980371638E-06,0,0,0,0,0,0,0,0,4.754885645E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1163,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Pelagicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001255115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48244781784E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000062237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1164,Bacteria,Verrucomicrobia,Other,Other,Other,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07778756162E-06,0,0,0,2.07458119392E-05,0,0,0,0,0,0,0,2.14785858499E-05,0,4.11997363217E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.90932093156E-06,0,0,0,0,2.67346320423E-05,0,0,0,0,0,0,0.000023772,2.33189015243E-05,0,0,4.90889098335E-05,0,0,3.40878101991E-05,0,0,1.85915073994E-05,0,0,0,0,0,0,0,0,8.57691779882E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80783197933E-05,0,2.10606124426E-05,0,0,0,0,0,0,0,1.53706635515E-05,0,0,0,0,0,4.37857127219E-05,0,0,0,1.36058124031E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.418218434E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98636662614E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19475208724E-05,0,0,0,0,0,0,0,0,0,0,0,0,2.74431241253E-05,0,0,0,0,0,1.36102566894E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75793596073E-05,2.71845012097E-05,8.92116367659E-06,8.92355193061E-06,9.777273705E-06,0,1.90745050166E-05,0,0,0,0,1.47631982993E-05,0,0,0,0,0,0,4.65073016464E-05,0,0,0,1.45456661188E-05,0,0,0,0,0,0,0,0,0.000062237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93911188676E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02052857027E-05,0,7.50570433529E-06,0,0,0,0,0,0,0,0,0,0,0,9.01168815954E-06,0,0,0,0,0,0,0,0,0,0,0,2.29779411765E-05,1.08851830888E-05,0,0,0,0,0.000018274,0,2.0042490079E-05,0,0,0,0,0,9.31541048356E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48359147825E-05,0,5.24088413715E-05,0,2.37492083597E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3788935671E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1165,Bacteria,Verrucomicrobia,Spartobacteria,Other,Other,Other,8.62381206989E-05,4.43704936217E-05,7.23811591843E-05,0.0011420492,0.0003452017,0.0008657149,0.0001193289,0.0011424258,0.0072419151,0.0003308324,0.0055577754,4.31100551809E-05,0.000201005,0.0015523676,0.0026342573,0.0004159174,0.0004303337,0.0121342363,0.0038389353,0.0048487199,0.0015114735,0.0073211103,0.0002803722,0.0010781256,0.002411254,0.0001444513,0.0030941812,0.0054466725,0.000846611,0.0054558407,0.0035323768,0.0108604326,0.0041375088,0.0017259664,0.0031724301,0.0015860428,0.0028707609,0.0023425658,0.0009194445,0.0092357919,0.0038781331,0.0106707317,0.0053180833,0.0002683411,0.0031215197,0.0019562791,0.0019042709,0.0086634016,0.001912134,0.001990861,0.0003580949,0.0241241494,0.00613746,0.0045532414,0.0021876953,0.0027193276,0.0235698687,0.0319979427,0.0008188155,0.0027877751,0.0006674599,0.0008759957,0.0155118752,0.0039243353,0.0214059368,0.0006132682,0.003237727,0.0023272295,0.0051214024,0.0045496874,0.0029789446,0.0014169063,0.0032751969,0.0066998093,0.0144630576,0.0322625356,0.0278638707,0.000495341,0.0129217388,0.0061042741,0.0041477067,0.0036514718,0.0136039447,0.0148174299,0.0075390604,0.003454861,0.0080294751,0.0003640891,0.0015730555,0.0055863179,0.0043377553,0.0008724931,0.0051898691,0.0038758774,0.0013449551,0.0029188667,0.0001004092,0.0015932764,0.0023254441,0.0014805415,0.0020914718,0.0175839475,0.0052577917,0.001806395,0.0518217373,0.0001002191,0.0036528992,0.0009266123,0.0005564498,0.0018308731,0.0057617685,0.0001429266,0.0030413345,0.0048370209,0.0159953162,0.0004535726,0.0004354187,0.0003485425,0.0206188405,0.0002490547,0.0008029501,0.0016003556,0.0131972053,0.0042868026,0.0039590431,0.0152396411,0.0026536372,0.0034506556,0.0101903676,0.001025887,0.0106935553,0.0001944811,0.0432989335,0.0005935398,0.0104981632,0.0063539074,0.0001625546,0.0005613904,0.0009216215,0.0012343174,0.0068962498,0.0035960916,0.0012244324,0.0043397687,0.0013877929,0.0054826089,0.0017297942,0.0238296799,0.0005431831,0.0065605675,0.0058075171,0.0021986404,0.0031664358,0.0060493847,0.0043057253,0.0119550542,0.0016876871,0.0112857719,0.0106750169,0.0015326926,0.0058534254,0.0056827041,0.0071336387,0.0418529133,0.0205257472,0.0026308569,0.0115363881,0.0015788643,0.0038744386,0.0013297612,0.0045130057,0.0061437118,0.0023026494,0.0030981888,0.0040474451,0.0096698673,0.0002075427,0.0014169028,0.0003792653,5.84956587865E-05,0.0406020876,0.0144261286,0.0010890492,0.0125072253,0.0017750912,0.016921565,0.008219949,0.0032935289,0.0073581692,0.0008258803,0.0048467359,0.0001425354,0.0104397182,0.0075636795,0.0161188102,0.0001724501,0.0015961122,0.001714517,0.0032871972,0.0022692067,0.0026710361,0.0011141533,0.0042385252,0.0019352962,0.0031251944,0.0006656414,0.007794352,0.0002301748,0.000780056,0.0101269582,0.0005214194,0.0018864502,0.0031854938,0.0036270844,0.0098983212,0.0006819664,0.0066554155,0.0134388439,0.001380614,0.0104024377,0.0005754176,0.0011361485,0.0031041976,0.001701831,0.0026278162,0.0059374154,0.0015118561,0.0067615268,0.0012740126,0.0045932338,0.0002432761,0.0106364397,0.011190953,0.0023730295,0.0097266716,0.0120064921,0.0042666996,0.0069526571,0.011997304,0.0012056116,0.0041118421,0.0029463256,0.0131244833,0.001484208,0.0050088231,0.0006119951,0.0144747919,0.0012953102,0.0043015981,0.0197035935,0.0032684631,0.0013549513,0.0054472985,0.0012800186,0.0002392853,0.0263693033,0.0014511948,0.009756515,0.0631453956,0.0072839333,0.0037790271,0.0042277062,0.0008837661,0.0031737457,0.0406773916,0.0100001828,0.0009591932,0.0026344375,0.0094105755,0.0040966011,0.0034883551,0.0025820106,0.0014300622,0.0229644847,0.0004886229,0.0059670598,0.002720093,7.28173013908E-05,0.000018203,0.0013292822,4.82718671558E-05,0.0086206897,0.0045375218,2.11994657735E-05,0.006429909,0.0001247272,0.011387553,0.0004864747,0.0016218177,0.0006802443,0.0052704764,0.0005506229,0.0064369594,2.97607237808E-05,0.0480923241,0.0020034309,0.0252364018,0.0010550842,0.0136378648,0.0002814523,0.0130771881,0.0059394345,0.0033725218,0.0001527129,0.0027202222,0.0010370486,0.0011726462,0.002534407,0.0017135024,0.00427965,0.0031000207,0.0026795596,0.01051451,0.0086661003,0.0035782443,0.0013574946,0.0023247929,0.0006510107,0.0220674022,0.0066810243,0.0053386621,0.0008219005,0.00625,0.0035921104,0.001020743,0.0054281556,0.0144784336,0.0129830064,0.0045593677,0.000793301,0.0027658636,0.0087084634,0.0036514087,0.0007027805,0.0021362665,0.0009638132,0.0079553606,0.0079028441,0.0061711319,0.0126174864,0.0031683601,0.0010141641,0.0029800338,0.0033852216,0.0020696753,0.0015886982,0.0030601251,0.000185036,0,0.0028561771,0.0209779835,0.0408592483,0.0278552992,0.0018317115,0.0034436352,0.0032279192,0.0011302172,0.0145851977,0.0022574363,0.0116823433,0.0006202124,0.0002348796,0.0017417268,0.0019694161,1.41570870378E-05,0.0022891327,0.0033696392,0.00515789,0.0015218836,0.0027881155,0.0022760711,0.0110601395,0.027135219,0.0056801546,0.012352533,0.001693782,0.0046061415,0.0016301026,0.0085178876,0.0006580637,0.0080351991,0.0063985187,0.0886519013,0.0005381668,0.008112261,0.0021086606,0.0093973845,0.0006658256,0.0466750704,0.0092035924,0.0003336299,0.000021279,1.05254294375E-05,0,0,0,6.32039338128E-05,1.34181359526E-05,5.02302218501E-05,0
